Sr. No.,molecule_chembl_id,canonical_smiles,,bioactivity_class,Groups,MW,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,standard_value,pIC50
7201,CHEMBL3983575,O=C(Nc1cc(N2CCOCC2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,,active,1,559.52,5.8609,3,6,7,104.82,10.7,7.970616222
7202,CHEMBL3983585,COc1cc(OC)cc(N(CC#Cc2ccnc(OC)c2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,506.566,4.6409,0,9,7,87.42,10000,5
7203,CHEMBL3983586,Cc1ccc(C(/C=C/c2ccc(F)cc2)=N\Nc2nncc3ccccc23)cc1,,active,1,382.442,5.60692,1,4,5,50.17,0.7,9.15490196
7204,CHEMBL3983603,CSc1ncc2c(n1)CCN(c1cc(C(=O)Nc3ccc(C(C)C)cc3)ccn1)C2,,inactive,0,419.554,4.5319,1,6,5,71.01,10000,5
7205,CHEMBL3983639,Nc1nc(Nc2ccc(F)cc2)c2c(n1)-c1ccccc1C2,,inactive,0,292.317,3.5127,2,4,2,63.83,21900,4.659555885
7206,CHEMBL3983694,COc1cc(OC)cc(N(CC#Cc2cc(C)ccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,490.567,4.94072,0,8,6,78.19,10000,5
7207,CHEMBL3983918,COc1cc(OC)cc(N(CCCNC(=O)C(F)(F)F)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1,,inactive,0,500.481,4.2438,2,7,9,105.26,741.31,6.130000141
7208,CHEMBL3983938,CCN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,,active,1,477.392,5.1784,1,7,7,68.74,50,7.301029996
7209,CHEMBL3983941,O=C(N=S(=O)(CCCO)CCCO)c1cncc(C#Cc2cccc(NC(=O)c3cccc(C(F)(F)F)c3)c2)c1,,active,1,573.593,4.1255,3,6,9,128.95,4,8.397940009
7210,CHEMBL3983962,COCCOC(=O)c1cc2nccc(Oc3cccc(NC(=O)c4occc4C)c3)c2s1,,active,1,452.488,5.04552,1,8,8,99.89,19,7.721246399
7211,CHEMBL3983977,CN1CCC(Nc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)nc3)cc(C(F)(F)F)c2)CC1,,active,1,569.588,5.7863,4,7,8,120.51,6.1,8.214670165
7212,CHEMBL3983996,COc1cc(OC)cc(N(CCN2CCC(N)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,473.581,3.2186,1,9,8,94.56,1548.82,5.809999052
7213,CHEMBL3984035,COc1cc(OC)cc(N(CC#CC2(O)CCNCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,498.587,3.3035,2,9,6,97.56,10000,5
7214,CHEMBL3984039,COc1cc(OC)cc(N(CCCN2CCC(O)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,active,1,488.592,3.6423,1,9,9,88.77,223.87,6.650004101
7215,CHEMBL3984055,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)NO)cc3)cc12)c1ccc(F)cc1,,active,1,391.406,4.0561,4,5,5,102.93,100,7
7216,CHEMBL3984171,Cc1cc(C2CN=C3c4ccccc4NC(=O)N3C2)ccc1N,,inactive,0,306.369,2.96872,2,3,1,70.72,10000,5
7217,CHEMBL3984213,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(COCc2ccccc2)no1,,active,1,538.391,6.3676,1,9,10,104.42,50,7.301029996
7218,CHEMBL3984219,CC(F)(F)c1cc(F)cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)c1,,active,1,488.441,6.2563,3,4,7,92.35,7.8,8.107905397
7219,CHEMBL3984270,Cc1ccoc1C(=O)Nc1cccc(-c2[nH]c3ccccc3c2C(N)=O)c1,,inactive,0,359.385,4.08752,3,3,4,101.12,10000,5
7220,CHEMBL3984316,CC(C)c1cccc(NC(=O)c2cccc(N3CCc4c(cnc5ccccc45)C3)c2)c1,,active,1,421.544,6.1732,1,3,4,45.23,7,8.15490196
7221,CHEMBL398436,Cn1cc(/C=C2\C(=O)NN=C2c2cnns2)c2cc(Br)ccc21,,active,1,388.25,2.7098,1,6,2,72.17,110,6.958607315
7222,CHEMBL3984441,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C,,active,1,556.594,5.36602,2,8,8,107.61,37,7.431798276
7223,CHEMBL3984461,COCC(O)CN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(C(C)C)c3)nc2c1,,inactive,0,477.565,4.2368,1,9,10,94.76,4265.8,5.36999951
7224,CHEMBL3984477,O=C(CCCCCCNCc1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1)NO,,active,1,580.007,6.7356,5,6,13,124.61,100,7
7225,CHEMBL3984522,O=C(CCCCC(=O)NCc1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1)NO,,active,1,579.963,5.8721,5,6,11,141.68,100,7
7226,CHEMBL3984548,CNCCN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(CCS(C)(=O)=O)c3)nc2c1,,inactive,0,510.62,2.9126,1,10,11,111.47,10000,5
7227,CHEMBL3984571,COc1cc(OC)cc(N(C[C@@H]2C[C@H]2c2ccccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,492.583,5.3843,0,8,8,78.19,10000,5
7228,CHEMBL3984573,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)NCCNCCC(=O)NO)cc3)cc12)c1ccccc1,,active,1,487.564,3.0129,6,7,11,144.06,100,7
7229,CHEMBL398458,CCOc1cccc2c1c(/C=C1\C(=O)NN=C1c1cnns1)cn2C,,active,1,353.407,2.346,1,7,4,81.4,25,7.602059991
7230,CHEMBL398459,COC(=O)c1cccc2c1c(/C=C1\C(=O)NN=C1c1cnns1)cn2C,,active,1,367.39,1.7339,1,8,3,98.47,22,7.657577319
7231,CHEMBL398460,COc1ccc2c(c(/C=C3\C(=O)NN=C3c3cnns3)cn2C)c1Br,,active,1,418.276,2.7184,1,7,3,81.4,6,8.22184875
7232,CHEMBL3984621,Nc1c(C(=O)c2cc3cc(CN4CCOCC4)ccc3[nH]2)cnn1-c1cc(O)ccc1Cl,,active,1,451.914,3.358,3,7,5,109.4,2.4,8.619788758
7233,CHEMBL3984709,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cn1,,active,1,491.857,5.9336,3,5,6,105.24,7.5,8.124938737
7234,CHEMBL3984713,Cc1ccoc1C(=O)Nc1ccc(-n2ccc(C)c(N3CCc4nc(N)ncc4C3)c2=O)cc1,,active,1,456.506,3.23454,2,8,4,119.28,29,7.537602002
7235,CHEMBL3984841,COc1cc(OC)cc(N(CC(NC(C)C)C(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,488.636,5.2082,1,8,10,77.33,10000,5
7236,CHEMBL3984969,CN(C)c1cccc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,398.514,4.6444,0,6,6,50.08,10000,5
7237,CHEMBL3985004,O=C(CCCCCCOc1ccc(-c2cc3c(NCc4ccccc4)ncnc3[nH]2)cc1)NO,,inactive,0,459.55,5.0717,4,6,12,112.16,1000,6
7238,CHEMBL3985007,COc1cc(OC)cc(N(CC#CC2(O)CCN(C(=O)OC(C)(C)C)CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,598.704,4.951,1,10,6,115.07,10000,5
7239,CHEMBL3985051,COC(=O)CCCCS(C)(=O)=NC(=O)c1cnc(N)c(C#Cc2cccc(C(=O)Nc3cc(C(C)(C)C)on3)c2)c1,,active,1,579.679,4.1827,2,9,8,166.84,10,8
7240,CHEMBL3985116,COc1cc2c(Nc3ccc(Cl)c(Cl)c3N3CCN(C)CC3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2F,,inactive,0,564.445,4.3237,1,9,6,81.21,1000,6
7241,CHEMBL3985123,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1cccc(OC(F)(F)F)c1,,active,1,486.45,6.07342,3,5,7,101.58,10.5,7.978810701
7242,CHEMBL3985182,COc1cc(OC)cc(N(CC#Cc2ccccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,476.54,4.6323,0,8,6,78.19,10000,5
7243,CHEMBL3985195,NC(=O)n1c(-c2cc(NC(=O)Nc3ccc(F)c(Cl)c3)cs2)cc2ccccc21,,active,1,428.876,5.7331,3,4,3,89.15,83,7.080921908
7244,CHEMBL3985222,COc1cc(OC)cc(N(CCN2CCCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,458.566,4.2814,0,8,8,68.54,758.58,6.119998612
7245,CHEMBL3985254,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C(C)=O)CCO1,,active,1,477.348,4.3149,1,7,6,85.81,50,7.301029996
7246,CHEMBL3985259,COc1cc(OC)cc(N(c2ccc3ncc(-c4cnn(C)c4)nc3c2)C2COC2)c1,,inactive,0,417.469,3.5844,0,8,6,74.53,3019.95,5.520000247
7247,CHEMBL3985263,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1cc(NC(C)C)cc(C(F)(F)F)c1,,active,1,528.535,6.40892,4,6,8,117.27,26,7.585026652
7248,CHEMBL3985264,Cc1ccc(F)c(NC(=O)Nc2cccc(C#Cc3cncc(C(=O)N=S(C)(C)=O)c3)c2)c1,,active,1,464.522,4.44072,2,4,3,100.52,3,8.522878745
7249,CHEMBL3985332,COc1ccc(Cl)c(N(CCO)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,active,1,409.877,3.8227,1,7,6,76.3,91.2,7.040005162
7250,CHEMBL3985362,O=C(Nc1ccc(C#Cc2ccc3nccn3n2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,,active,1,455.827,5.4453,2,4,2,71.32,127,6.896196279
7251,CHEMBL3985498,COc1cc(OCCO)cc(N(CCN)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,434.5,2.5068,2,9,9,111.55,10000,5
7252,CHEMBL3985563,C=CC(=O)Nc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,,active,1,543.477,6.1488,4,5,8,121.45,11.6,7.935542011
7253,CHEMBL3985678,COc1cc(OC)cc(N(CC(O)C(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,447.539,4.2025,1,8,8,85.53,5888.44,5.229999746
7254,CHEMBL3985692,COCCn1cc(-c2cnc3ccc(N(Cc4cc(C)no4)c4cc(OC)cc(OC)c4)cc3n2)cn1,,inactive,0,500.559,4.79162,0,10,10,100.56,5011.87,5.300000202
7255,CHEMBL3985750,COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CC(=O)NCCO)c4)nc3c2)c1,,inactive,0,502.575,3.1671,2,9,11,114.63,10000,5
7256,CHEMBL3985794,CSc1ncc2c(n1)CCN(c1cncc(C(=O)Nc3cccc(C(F)(F)F)c3)c1)C2,,inactive,0,445.47,4.4273,1,6,4,71.01,10000,5
7257,CHEMBL3985840,COc1ccc(-c2nc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)no2)cc1,,inactive,0,524.364,6.3264,1,9,8,104.42,1000,6
7258,CHEMBL3985853,COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CCN5CCNCC5)c4)nc3c2)c1,,inactive,0,513.646,3.9638,1,9,10,80.57,5623.41,5.250000251
7259,CHEMBL3985894,Nc1nc(Nc2ccccc2)c2c(n1)-c1ccccc1C2,,inactive,0,274.327,3.3736,2,4,2,63.83,5100,5.292429824
7260,CHEMBL3985896,CC[C@@H](C)CN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,,active,1,505.446,5.8145,1,7,9,68.74,50,7.301029996
7261,CHEMBL3985924,COc1cc(Nc2ncc3c(n2)CCN(C(=O)c2cccnc2)C3)cc(OC)c1OC,,inactive,0,421.457,2.8395,1,8,6,98.7,100000,4
7262,CHEMBL3986036,COc1cc(OC)cc(N(CCCN2CCC(F)(F)C2)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1,,inactive,0,494.546,4.9063,1,7,9,79.4,9120.11,5.039999924
7263,CHEMBL3986068,COc1cc(OC)c(Cl)c(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,active,1,481,4.837,1,8,9,77.33,109.65,6.959991364
7264,CHEMBL3986082,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OS(C)(=O)=O,,inactive,0,586.848,3.6877,1,10,7,118.1,1000,6
7265,CHEMBL398610,CCOc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C,,active,1,367.434,2.65442,1,7,4,81.4,38,7.420216403
7266,CHEMBL3986102,COCCN/C(=N\C#N)N1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,,active,1,560.442,3.84148,2,9,9,126.15,50,7.301029996
7267,CHEMBL3986123,CCCC(C)C(=O)N1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,,active,1,533.456,5.7312,1,7,9,85.81,50,7.301029996
7268,CHEMBL3986135,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2C(=O)N1,,active,1,550.816,4.2786,2,7,6,88.61,50,7.301029996
7269,CHEMBL3986163,COCCn1cc(-c2cnc3ccc(N(CC4CC4)c4cc(OC)cc(OC)c4)cc3n2)cn1,,inactive,0,459.55,4.705,0,8,10,74.53,10000,5
7270,CHEMBL3986286,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NCCCCCCC(=O)NO)cc3)cc12)c1ccccc1,,active,1,472.593,5.6658,5,6,12,114.96,100,7
7271,CHEMBL3986301,COCCN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,,active,1,507.418,4.8049,1,8,9,77.97,50,7.301029996
7272,CHEMBL3986404,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,,inactive,0,496.322,4.7355,1,8,6,83.96,1000,6
7273,CHEMBL3986456,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1ccc(F)c(C(C)(F)F)c1,,active,1,485.466,5.82062,3,5,7,105.24,13.3,7.876148359
7274,CHEMBL3986500,CN1CCC(Oc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)C1,,active,1,573.547,6.1072,3,6,8,104.82,8.2,8.086186148
7275,CHEMBL3986507,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)O)sc34)cc2)c1,,active,1,437.452,5.87832,3,5,5,100.55,29,7.537602002
7276,CHEMBL3986607,CNC(=O)c1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1,,inactive,0,428.496,3.9362,2,6,7,96.03,4168.69,5.380000399
7277,CHEMBL3986631,COc1cc(OC)cc(N(CC#Cc2cnc(N)cn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,492.543,3.6095,1,10,6,117.1,10000,5
7278,CHEMBL3986639,CN(C)C1CCN(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)C1,,active,1,586.59,6.1646,3,6,8,98.83,7.3,8.13667714
7279,CHEMBL3986661,COc1cc(OC)cc(N(Cc2ccc(Cl)s2)c2ccc3ncc(-c4cnn(CCO)c4)nc3c2)c1,,inactive,0,522.03,5.556,1,9,9,85.53,6025.6,5.219999702
7280,CHEMBL3986725,CCc1c(-c2cnc3ccc(N(CCO)c4cc(OC)cc(OC)c4)cc3n2)cnn1C,,inactive,0,433.512,3.7403,1,8,8,85.53,4265.8,5.36999951
7281,CHEMBL3986769,CN1CCC(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)cn3)cc(C(F)(F)F)c2)CC1,,active,1,554.573,6.0894,3,6,7,108.48,7.8,8.107905397
7282,CHEMBL3986861,COc1cc(OC)cc(N(CC#CC2CCNCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,482.588,4.1886,1,8,6,77.33,4677.35,5.330000131
7283,CHEMBL3986876,CSc1ncc2c(n1)CN(c1ccnc(C(=O)Nc3ccc(C(C)C)cc3)c1)C2,,inactive,0,405.527,4.4894,1,6,5,71.01,10000,5
7284,CHEMBL3986945,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cncc(C(=O)N=S3(=O)CCCC3)c2)c1,,active,1,447.516,4.03712,1,5,3,101.63,2,8.698970004
7285,CHEMBL3986984,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCCC5)sc34)cc2F)c1,,active,1,565.646,6.53492,3,6,9,95.59,6,8.22184875
7286,CHEMBL3987037,COc1cc(OC)cc(N(CCN)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,404.474,3.1443,1,8,7,91.32,10000,5
7287,CHEMBL3987162,COc1cc(OC)cc(N(CC(=O)NC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,460.538,3.7102,1,8,8,94.4,10000,5
7288,CHEMBL398989,CCN1CCN(CCc2ccc(Nc3ncc(Cl)c(-c4ccc5cc[nH]c5c4)n3)cc2)CC1,,active,1,461.013,5.2019,2,5,7,60.08,37,7.431798276
7289,CHEMBL3989914,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,,active,1,619.719,6.2205,3,8,11,97.4,1,9
7290,CHEMBL3989926,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1,,active,1,629.689,6.5222,3,8,12,114.47,5,8.301029996
7291,CHEMBL399042,COC(=O)c1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,,inactive,0,420.432,4.503,2,6,3,109.44,100000,4
7292,CHEMBL3990456,Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1,,active,1,419.489,2.4918,4,6,4,130.19,8,8.096910013
7293,CHEMBL399119,COc1ccc2c(c1)c(/C=C1\C(=O)NN=C1c1cnns1)cn2C,,active,1,339.38,1.9559,1,7,3,81.4,28,7.552841969
7294,CHEMBL399605,CC(C)(C)c1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1,,active,1,348.45,4.0706,1,4,5,59.81,42,7.37675071
7295,CHEMBL399606,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccnn1CCc1ccncc1,,inactive,0,368.44,4.4401,1,4,6,59.81,950,6.022276395
7296,CHEMBL399692,Cn1cc(/C=C2\C(=O)NN=C2c2cnns2)c2ccc(Cl)cc21,,active,1,343.799,2.6007,1,6,2,72.17,73,7.13667714
7297,CHEMBL399787,O=C1NN=C(c2cnns2)/C1=C/c1cc2c([nH]1)CCCC2,,active,1,299.359,1.6625,2,5,2,83.03,56,7.251811973
7298,CHEMBL400061,COc1ccc2c(c(/C=C3\C(=O)NN=C3c3snnc3C)cn2C)c1Br,,active,1,432.303,3.02682,1,7,3,81.4,23,7.638272164
7299,CHEMBL400216,Cc1ccc(NC(=O)c2c(NCc3ccncc3)cnn2C)cc1C(F)(F)F,,inactive,0,389.381,4.00672,2,5,5,71.84,930,6.031517051
7300,CHEMBL400253,COc1ccc(OC)c2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C,,active,1,383.433,2.27292,1,8,4,90.63,20,7.698970004
7301,CHEMBL400398,Cn1cc(/C=C2\C(=O)NN=C2c2snnc2-c2ccccc2)c2c(Br)cccc21,,active,1,464.348,4.3768,1,6,3,72.17,89,7.050609993
7302,CHEMBL400400,Cc1cc(C)c(/C=C2\C(=O)NN=C2c2snnc2C)[nH]1,,active,1,287.348,1.70896,2,5,2,83.03,197,6.705533774
7303,CHEMBL400402,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,,active,1,475.98,5.57742,2,7,7,83.4,2.2,8.657577319
7304,CHEMBL400569,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)c3c2)c1,,active,1,467.581,3.4245,3,7,6,101.65,25,7.602059991
7305,CHEMBL400749,CNCc1cncc(-c2cnc3[nH]nc(-c4nc5c(COC)cccc5[nH]4)c3c2)c1,,inactive,0,399.458,3.429,3,6,6,104.4,640,6.193820026
7306,CHEMBL400858,Cc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,,inactive,0,376.423,5.02482,2,4,2,83.14,10000,5
7307,CHEMBL400859,COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cccnc5)cc34)nc12,,active,1,356.389,3.7096,2,5,4,92.37,160,6.795880017
7308,CHEMBL400906,CNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(OC(F)(F)F)ccc5[nH]4)c3c2)c1,,active,1,439.401,4.1812,3,6,5,104.4,100,7
7309,CHEMBL401040,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(OC(F)(F)F)cc1,,inactive,0,391.353,3.5781,2,6,6,81.07,1870,5.728158393
7310,CHEMBL401041,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(C(C)(C)C)cc1,,active,1,363.465,3.977,2,5,5,71.84,180,6.744727495
7311,CHEMBL401064,CC(C)NCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,,inactive,0,433.519,5.2144,3,5,5,95.17,1000,6
7312,CHEMBL401838,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(C(=O)N4CCOCC4)sc23)c(F)c1,,active,1,550.637,4.7558,2,7,6,92.79,289,6.539102157
7313,CHEMBL401857,CC(C)c1c(-c2nnc(CN)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,,active,1,468.468,3.2754,3,9,7,136.26,110,6.958607315
7314,CHEMBL401860,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3c(F)cccc3C(F)(F)F)cc2)cc1,,active,1,537.473,6.9495,3,6,5,115.3,3,8.522878745
7315,CHEMBL401876,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,,active,1,441.535,4.4883,1,6,3,73.44,4,8.397940009
7316,CHEMBL401881,Cc1ccsc1C(=O)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,,active,1,508.647,5.79392,1,6,4,68.92,10,8
7317,CHEMBL401896,CCO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,,active,1,455.562,4.8784,1,6,4,73.44,4,8.397940009
7318,CHEMBL401897,CCn1c2ccc(/C(C)=N/OCC(C)C)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,active,1,469.589,4.9535,1,6,5,73.44,24,7.619788758
7319,CHEMBL401900,CC(=O)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,,active,1,426.52,4.3956,1,5,3,68.92,21,7.677780705
7320,CHEMBL401930,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,inactive,0,479.968,3.86212,4,6,6,106.27,1400,5.853871964
7321,CHEMBL402002,O=C(Nc1ccc(Cl)cc1)c1ccccc1SCc1ccncc1,,active,1,354.862,5.2796,1,3,5,41.99,46,7.337242168
7322,CHEMBL402004,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4cccs4)sc23)c(F)c1,,active,1,519.648,7.0119,2,6,6,63.25,32,7.494850022
7323,CHEMBL402036,CN(C)C(=O)c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,,active,1,508.6,4.9852,2,6,6,83.56,19,7.721246399
7324,CHEMBL402042,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4cccnc4)sc23)c(F)c1,,active,1,514.607,6.3454,2,6,6,76.14,113,6.946921557
7325,CHEMBL402048,Cc1nnsc1C1=NNC(=O)/C1=C\c1cn(C)c2cccc(F)c12,,active,1,341.371,2.39482,1,6,2,72.17,137,6.863279433
7326,CHEMBL402049,Cc1nnsc1C1=NNC(=O)/C1=C\c1cn(C)c2cccc(Cl)c12,,active,1,357.826,2.90912,1,6,2,72.17,45,7.346787486
7327,CHEMBL402182,CC(C)n1c2ccc(C(=O)c3cccs3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,active,1,480.593,5.4104,1,6,3,68.92,15,7.823908741
7328,CHEMBL402279,CC(C)c1c(-c2nnc(O[C@H]3CCNC3)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,,active,1,524.532,3.5574,3,10,8,131.5,36,7.443697499
7329,CHEMBL402319,CC(C)c1c(-c2nnc(NCCCN)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,,active,1,511.537,3.5774,4,10,10,148.29,17,7.769551079
7330,CHEMBL402504,CCN(CC)C(=O)c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,,inactive,0,536.654,5.7654,2,6,8,83.56,386,6.413412695
7331,CHEMBL402531,CCn1c2ccc(C(=O)c3cccs3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,,active,1,466.566,4.8494,1,6,3,68.92,1,9
7332,CHEMBL402548,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,,inactive,0,474.565,2.6437,2,6,6,93.8,432,6.364516253
7333,CHEMBL402550,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4nccs4)sc23)c(F)c1,,active,1,520.636,6.4069,2,7,6,76.14,17,7.769551079
7334,CHEMBL402673,COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C)CC4)CC3)c3ncnc(N)c23)ccc1NS(=O)(=O)c1ccccc1,,inactive,0,576.727,3.616,2,10,7,131.5,50000,4.301029996
